fecha,TbFin,TbFinTGR
2020-09-11,399.072627479991,556.351422939069
2020-09-12,375.09109464525,523.248452948429
2020-10-01,385.992368668365,536.206245920567
2020-10-02,339.834540188364,471.873579706262
2020-10-03,308.266475385966,428.259412070133
2020-10-04,306.129219698319,425.751130246557
2020-10-05,306.129219698319,425.751130246557
2020-10-06,367.475533737864,511.584262103024
2020-10-31,514.839131970291,719.80068239958
2020-10-25,489.882408191482,685.228122335091
2020-10-26,489.882408191482,685.228122335091
2020-10-27,527.273496872916,737.545528964128
2020-10-28,516.185349050286,722.311685686256
2020-10-29,512.203848535394,716.58391301571
2020-10-30,508.660503579558,711.887574859958
2020-10-19,451.681230660698,630.872339844363
2020-10-20,493.774100424084,689.767522785426
2020-10-21,490.887535229646,686.258649695519
2020-10-22,494.044432425323,690.785349984721
2020-10-23,513.22167573469,717.729648980693
2020-10-24,490.583638516844,686.122576540533
2020-10-13,460.065151316572,642.478472810307
2020-10-14,454.687540231524,635.594078322379
2020-10-15,441.893035045368,617.60067146139
2020-10-16,452.750765658889,632.409059341339
2020-10-17,450.138161083157,628.927400882429
2020-10-18,451.681230660698,630.872339844363
2020-10-07,407.977254742279,568.903717909349
2020-10-08,398.250745623876,556.081998092196
2020-10-09,350.769378923043,489.507753438087
2020-10-10,435.288044102346,607.65372383191
2020-10-11,434.207623251756,606.299342362615
2020-10-12,434.207623251756,606.299342362615
2020-11-01,519.49374102518,725.798787071366
2020-11-02,519.49374102518,725.798787071366
2020-11-03,515.421525073631,720.100950494916
2020-11-04,493.022976608561,688.762395747262
2020-11-05,459.40655724644,642.05120310365
2020-11-06,475.732614381666,665.140096041684
2020-11-25,402.117944688579,564.810637407368
2020-11-26,421.628113650479,592.149548552799
2020-11-27,420.837075042827,591.153493058301
2020-11-28,420.632965310348,590.897675526928
2020-11-29,420.636593927814,590.90221129876
2020-11-30,420.636593927814,590.90221129876
2020-11-19,399.312116232767,559.942847076334
2020-11-20,385.626785458636,541.211923715321
2020-11-21,379.1497032813,532.360818560661
2020-11-22,378.303328257287,531.313055267269
2020-11-23,378.303328257287,531.313055267269
2020-11-24,393.043679559743,551.938116945688
2020-11-13,493.168121307212,691.472065840218
2020-11-14,490.393136099863,687.138589431095
2020-11-15,489.402523531565,685.873109089725
2020-11-16,489.402523531565,685.873109089725
2020-11-17,442.469985222509,620.206925956556
2020-11-18,430.084606655679,602.878463246266
2020-11-07,477.339184764868,667.698271355421
2020-11-08,471.865415316963,660.742211672534
2020-11-09,471.865415316963,660.742211672534
2020-11-10,474.501605906226,664.430701327023
2020-11-11,480.820843223778,673.635596684646
2020-11-12,486.454271840201,682.185526589603
2020-12-01,471.571497302193,662.178237034821
2020-12-02,451.176852832883,633.563866849987
2020-12-03,459.433771877437,644.955911385419
2020-12-04,429.002371496357,602.60722409066
2020-12-05,423.889649486347,595.45612621896
2020-12-06,421.295187997947,592.189463344928
2020-12-31,422.579718581015,593.628210170314
2020-12-25,429.739887996381,603.625051289956
2020-12-26,430.881995343897,605.065612424075
2020-12-27,430.881995343897,605.065612424075
2020-12-28,430.881995343897,605.065612424075
2020-12-29,389.36426144892,546.975075406163
2020-12-30,405.759262316006,570.598282266108
2020-12-19,439.186993569879,617.11352956654
2020-12-20,436.61339663191,613.856845390541
2020-12-21,436.61339663191,613.856845390541
2020-12-22,439.759407975187,618.259265531523
2020-12-23,448.637727760844,630.343468848651
2020-12-24,449.515853187687,631.206172651262
2020-12-13,428.528836917005,602.184490155837
2020-12-14,428.528836917005,602.184490155837
2020-12-15,446.270962018453,627.008769397126
2020-12-16,448.571505492084,629.841812483935
2020-12-17,455.069452219851,638.751882672422
2020-12-18,445.452708779804,625.468421282684
2020-12-07,421.295187997947,592.189463344928
2020-12-08,405.492558932233,570.079389968428
2020-12-09,403.307224063157,567.341598090109
2020-12-10,410.888313104613,577.851888581231
2020-12-11,411.559607335878,578.964966989017
2020-12-12,426.280908396636,599.350539914661
2021-01-01,406.222818197325,571.216961544112
2021-01-02,405.985143753283,570.919414911875
2021-01-03,405.985143753283,570.919414911875
2021-01-04,405.985143753283,570.919414911875
2021-01-05,424.340505206534,596.601862183943
2021-01-06,441.549223540437,620.747589959034
2021-01-31,446.620216449584,626.915332497369
2021-01-25,411.940612169839,579.756912751036
2021-01-26,426.982138721997,600.801986901179
2021-01-27,449.340772394938,631.457454410803
2021-01-28,458.581046772858,643.932641259924
2021-01-29,441.707975554587,620.696789314506
2021-01-30,445.599667787189,625.622637525001
2021-01-19,448.459925504995,630.748966850509
2021-01-20,435.428653029165,612.49611384068
2021-01-21,415.396870306485,584.546687806545
2021-01-22,413.972637950964,582.754150778196
2021-01-23,409.051325512302,576.124666667275
2021-01-24,411.940612169839,579.756912751036
2021-01-13,468.744804295949,658.640335005183
2021-01-14,457.006226792486,641.849814834271
2021-01-15,454.131454604814,638.278348093071
2021-01-16,448.742050513,631.107292825306
2021-01-17,448.459925504995,630.748966850509
2021-01-18,448.459925504995,630.748966850509
2021-01-07,454.189512484275,638.595852121371
2021-01-08,468.190532977973,657.932754599256
2021-01-09,446.127631628534,627.626541520762
2021-01-10,449.792535269492,632.278429112552
2021-01-11,449.792535269492,632.278429112552
2021-01-12,443.47057648884,623.433674038459
2021-02-01,456.308625084591,640.493619056243
2021-02-02,467.249813899836,655.801848992174
2021-02-03,496.853889498601,697.222517369928
2021-02-04,471.47443178497,661.828075449323
2021-02-05,474.875353505254,666.722173256988
2021-02-06,520.240329068871,730.135892097954
2021-02-25,449.945844357443,630.53941419183
2021-02-26,426.567569176473,598.073266566525
2021-02-27,424.618094442706,595.623949776776
2021-02-28,431.418123574542,604.167529601167
2021-02-19,7201.54835464291,10078.3407750892
2021-02-20,601.21202067487,843.349664200715
2021-02-21,606.361028859542,850.062606513361
2021-02-22,606.361028859542,850.062606513361
2021-02-23,434.579556542052,609.712964244032
2021-02-24,448.302080645212,628.898371942699
2021-02-13,23119.7924300674,32350.8873129515
2021-02-14,22998.7136296064,32181.7511027669
2021-02-15,22998.7136296064,32181.7511027669
2021-02-16,22998.7136296064,32181.7511027669
2021-02-17,50812.6017298316,71097.8234251361
2021-02-18,45561.8679759549,63751.2301588217
2021-02-07,525.953587269551,737.490192547767
2021-02-08,525.953587269551,737.490192547767
2021-02-09,522.059173573851,732.040916267759
2021-02-10,524.055820334679,735.618733089526
2021-02-11,688.518371222654,965.770145969833
2021-02-12,23157.161747044,32403.0904181303
2021-03-01,435.552933177385,610.050425668398
2021-03-02,448.132442778662,627.65103468866
2021-03-03,476.358550894602,666.919025754535
2021-03-04,459.973528725548,644.838888472131
2021-03-05,451.651294566602,632.992359599046
2021-03-06,442.978898822157,620.328484641677
2021-03-31,427.100068789652,598.958649228301
2021-03-25,420.113165858301,589.154124834373
2021-03-26,423.178440462954,593.281677202283
2021-03-27,423.163925993088,592.881622126624
2021-03-28,422.774756769828,592.394480231774
2021-03-29,422.774756769828,592.394480231774
2021-03-30,425.412761667825,596.083877040629
2021-03-19,410.905549037578,576.279790063959
2021-03-20,404.882044043529,567.574736762318
2021-03-21,400.805292320147,562.493765155139
2021-03-22,400.805292320147,562.493765155139
2021-03-23,417.030655320684,585.196210333012
2021-03-24,419.053609558143,587.920394895833
2021-03-13,433.314076200681,606.573302981321
2021-03-14,428.415442621183,600.422796375951
2021-03-15,428.415442621183,600.422796375951
2021-03-16,419.208732954827,587.541204370605
2021-03-17,420.524106786359,589.380913426016
2021-03-18,422.071712135734,591.416567824608
2021-03-07,442.127988026311,619.255321026021
2021-03-08,442.127988026311,619.255321026021
2021-03-09,422.267657478914,591.468275623502
2021-03-10,429.546664116301,600.584269853201
2021-03-11,438.380533337995,612.545100176475
2021-03-12,438.89035409201,613.672693054126
2021-04-01,430.593520255327,603.879054512597
2021-04-02,422.703998729236,592.846243106328
2021-04-03,422.703998729236,592.846243106328
2021-04-04,422.703998729236,592.846243106328
2021-04-05,422.703998729236,592.846243106328
2021-04-06,418.778741785071,587.354330571091
2021-04-25,453.506425246245,637.803906359352
2021-04-26,453.506425246245,637.803906359352
2021-04-27,455.400563563651,640.453704264114
2021-04-28,473.984527917279,666.499920437178
2021-04-29,485.879135971793,683.229661265529
2021-04-30,468.668603329157,658.779129623269
2021-04-19,452.418747160723,636.177378580086
2021-04-20,462.541682737319,650.340779705401
2021-04-21,466.10770655232,655.35825050692
2021-04-22,453.952745194599,638.614902363069
2021-04-23,457.319195048954,643.135252571706
2021-04-24,453.25605064107,637.486402331052
2021-04-13,431.409052030877,606.360121705176
2021-04-14,446.23739730689,626.915332497369
2021-04-15,449.386130113267,631.496462048566
2021-04-16,452.787958987918,636.313451735072
2021-04-17,455.034980353921,639.495749253012
2021-04-18,452.418747160723,636.177378580086
2021-04-07,417.211179039632,585.582658093172
2021-04-08,420.889689996088,591.22787971636
2021-04-09,425.078928860925,597.31488551607
2021-04-10,420.234724543422,590.497620451268
2021-04-11,418.652647328118,588.510952388472
2021-04-12,418.652647328118,588.510952388472
2021-05-01,470.048385120716,660.907313767251
2021-05-02,472.677318475046,664.253806225541
2021-05-03,472.677318475046,664.253806225541
2021-05-04,494.372822306022,694.609912794196
2021-05-05,503.906107544345,707.727364934851
2021-05-06,507.930244314466,713.336300383376
2021-05-31,465.781130980353,654.99538876029
2021-05-25,474.487998590727,667.355367004856
2021-05-26,477.231233395246,671.009384793415
2021-05-27,474.298403328113,667.113156788981
2021-05-28,464.58005859901,653.46774080698
2021-05-29,464.333312611302,653.153865396146
2021-05-30,465.781130980353,654.99538876029
2021-05-19,473.807632815797,666.487220276045
2021-05-20,470.325067202521,661.734638549566
2021-05-21,465.884546578142,655.44805878921
2021-05-22,457.984139199652,644.437019087739
2021-05-23,459.338520668947,646.158798075496
2021-05-24,459.338520668947,646.158798075496
2021-05-13,480.907930042969,676.323495072804
2021-05-14,475.200114768488,668.340536646956
2021-05-15,478.978412705267,673.079511057936
2021-05-16,478.04041509023,671.883881602792
2021-05-17,478.04041509023,671.883881602792
2021-05-18,490.771419470725,689.6976718992
2021-05-07,495.834247990572,696.325341701387
2021-05-08,490.357757079567,688.703430713435
2021-05-09,489.842493399353,688.046650952035
2021-05-10,489.842493399353,688.046650952035
2021-05-11,488.561591433751,686.253206769319
2021-05-12,488.010041578874,686.166119950128
2021-06-01,460.387191116706,647.657417089076
2021-06-02,488.158814894992,686.525353079291
2021-06-03,482.601587245362,678.810912345949
2021-06-04,480.725592015288,676.26090142151
2021-06-05,470.71695788888,662.166444028055
2021-06-06,473.484685861297,665.688017279094
2021-06-25,533.766907828851,748.685384585653
2021-06-26,539.169012081797,757.089262637591
2021-06-27,534.338415079792,750.864369374163
2021-06-28,534.338415079792,750.864369374163
2021-06-29,559.800423840782,786.489228503877
2021-06-30,579.771427220901,815.106320151811
2021-06-19,507.840436032175,713.761755781299
2021-06-20,516.195327748319,724.473434541801
2021-06-21,516.195327748319,724.473434541801
2021-06-22,503.222113151948,706.323089975395
2021-06-23,528.222380340352,740.58721755525
2021-06-24,534.437294905748,749.546274079531
2021-06-13,507.258042928835,713.893293164453
2021-06-14,507.258042928835,713.893293164453
2021-06-15,516.640740542306,727.02072400314
2021-06-16,530.373243343498,745.754368827253
2021-06-17,511.358380665748,719.084937604354
2021-06-18,517.605952788341,727.254769829716
2021-06-07,473.484685861297,665.688017279094
2021-06-08,488.134321727095,686.185170191826
2021-06-09,492.973990272766,693.293631808298
2021-06-10,486.222040322358,684.203945055229
2021-06-11,496.367654758118,698.463504543401
2021-06-12,507.017647021693,713.583953525451
2021-07-01,563.351933185918,792.314973846014
2021-07-02,559.281531543102,786.584479712368
2021-07-03,546.413546853254,768.340698246205
2021-07-04,549.634852008957,772.500001016945
2021-07-05,549.634852008957,772.500001016945
2021-07-06,549.634852008957,772.500001016945
2021-07-31,612.200381517177,860.260835902382
2021-07-25,609.584148323979,855.994488916386
2021-07-26,609.584148323979,855.994488916386
2021-07-27,629.447200334476,883.786977245104
2021-07-28,620.519894213024,871.714566934741
2021-07-29,614.181606653774,862.844411538384
2021-07-30,612.85625412421,861.116282470061
2021-07-19,565.637962189683,795.145295469724
2021-07-20,574.501767505475,807.547909969519
2021-07-21,581.680080008172,817.823247479699
2021-07-22,601.433366340314,845.072350342839
2021-07-23,601.916879617698,845.38985437114
2021-07-24,609.844501627185,856.333764649484
2021-07-13,573.038527512192,805.325381771413
2021-07-14,560.916223711668,788.701778003951
2021-07-15,559.71877994779,787.085228922717
2021-07-16,564.572055808959,793.500624603126
2021-07-17,564.56389141966,793.753720671399
2021-07-18,565.637962189683,795.145295469724
2021-07-07,563.484377723438,792.290480678116
2021-07-08,547.628226550096,770.180407301616
2021-07-09,552.955036990617,777.334226636416
2021-07-10,566.29020617925,795.92454107061
2021-07-11,566.686632637443,796.437083287724
2021-07-12,566.686632637443,796.437083287724
2021-08-01,595.026135049204,836.762816345024
2021-08-02,595.026135049204,836.762816345024
2021-08-03,605.737813809706,851.749913635188
2021-08-04,603.236789221063,848.248297780213
2021-08-05,622.325131402506,874.939500707911
2021-08-06,633.572938393653,890.568863289608
2021-08-31,656.640966781255,921.610778559393
2021-08-25,612.120551932919,859.184950823626
2021-08-26,627.349859438957,880.523942988538
2021-08-27,635.668464980438,892.415829579952
2021-08-28,664.565867327642,932.856771241807
2021-08-29,666.333911188095,935.171829185303
2021-08-30,666.333911188095,935.171829185303
2021-08-19,589.209461250734,828.512247381036
2021-08-20,585.677909301663,823.289759692672
2021-08-21,603.984284419119,848.851555433985
2021-08-22,606.912578714419,852.661603773594
2021-08-23,606.912578714419,852.661603773594
2021-08-24,601.80257816751,845.512320210627
2021-08-13,612.281118255802,860.21094241222
2021-08-14,597.334842912134,839.702903647089
2021-08-15,595.643000018474,837.502147153782
2021-08-16,595.643000018474,837.502147153782
2021-08-17,604.484126475101,849.873011250747
2021-08-18,593.555637820988,834.663661140773
2021-08-07,626.525256119742,880.540271767136
2021-08-08,625.79771831775,879.5913882997
2021-08-09,625.79771831775,879.5913882997
2021-08-10,618.838030017397,869.852179020165
2021-08-11,617.765773556107,868.152171737206
2021-08-12,613.749801175285,862.369062650299
2021-09-01,662.189122887219,929.825061348718
2021-09-02,699.166549177496,981.801377935923
2021-09-03,726.551725195622,1020.33275965614
2021-09-04,718.168711694114,1008.87177138885
2021-09-05,718.460815400151,1009.25640484028
2021-09-06,718.460815400151,1009.25640484028
2021-09-25,735.801071117207,1033.34951766211
2021-09-26,735.63869048559,1033.13452207723
2021-09-27,735.63869048559,1033.13452207723
2021-09-28,788.417838687213,1106.98142328816
2021-09-29,831.714502295042,1167.33349614194
2021-09-30,805.925010807718,1131.2695742988
2021-09-19,743.305959191871,1044.20724827563
2021-09-20,743.305959191871,1044.20724827563
2021-09-21,753.416194607335,1058.35250631361
2021-09-22,712.614205507584,1001.03486481602
2021-09-23,725.20732242436,1018.14833194143
2021-09-24,730.617591066605,1025.79745756038
2021-09-13,732.371120457192,1028.8228173729
2021-09-14,758.9507433978,1066.01161063059
2021-09-15,775.757592347311,1089.68924675253
2021-09-16,802.105890924443,1126.56597890812
2021-09-17,773.118680294948,1085.91094881575
2021-09-18,743.416632024593,1044.35420728301
2021-09-07,718.460815400151,1009.25640484028
2021-09-08,697.146316403136,979.625114610513
2021-09-09,731.50841665458,1027.73423213301
2021-09-10,738.484433733532,1037.34371833813
2021-09-11,732.591558968269,1029.11401392457
2021-09-12,732.371120457192,1028.8228173729
2021-10-01,799.96228515623,1122.43751938584
2021-10-02,815.451945965475,1143.59145205997
2021-10-03,817.847740647596,1146.76830665171
2021-10-04,817.847740647596,1146.76830665171
2021-10-05,861.588909895046,1207.96947599261
2021-10-06,886.901238185551,1243.52629854483
2021-10-31,814.230009033701,1142.34683626903
2021-10-25,744.388194351193,1044.79236284207
2021-10-26,818.379333106408,1148.31772630982
2021-10-27,815.985352733021,1145.18532228204
2021-10-28,841.211501358701,1180.46546275246
2021-10-29,809.126358567357,1135.57492892256
2021-10-30,809.283296272774,1135.78357442687
2021-10-19,752.784815168199,1055.61380728092
2021-10-20,708.396844857383,993.886488407417
2021-10-21,715.277610727844,1003.80712856027
2021-10-22,740.540952682554,1039.40840167645
2021-10-23,741.692131573736,1041.233596262
2021-10-24,744.388194351193,1044.79236284207
2021-10-13,777.968327538651,1090.51929299795
2021-10-14,794.361514097004,1113.26074581358
2021-10-15,847.56611769655,1187.76986971211
2021-10-16,794.074853317167,1113.18000907496
2021-10-17,791.388769237742,1109.62577826672
2021-10-18,791.388769237742,1109.62577826672
2021-10-07,860.768842347663,1206.78836100733
2021-10-08,823.14461499402,1154.12714287336
2021-10-09,820.128326725163,1149.60225689289
2021-10-10,816.777298495039,1145.15720049668
2021-10-11,816.777298495039,1145.15720049668
2021-10-12,778.179694506063,1091.15430105455
2021-11-01,778.842824348028,1092.90238751893
2021-11-02,741.412728028832,1040.53236593664
2021-11-03,795.888254895947,1116.19811165255
2021-11-04,809.576307133177,1135.35086179402
2021-11-05,854.155687015341,1196.82962037108
2021-11-06,792.35307432941,1110.42498126367
2021-11-25,715.012721652805,1001.86672537017
2021-11-26,722.80064188984,1012.09216939018
2021-11-27,729.88007456658,1021.38778018446
2021-11-28,733.357197253657,1025.95258095706
2021-11-29,733.357197253657,1025.95258095706
2021-11-30,754.56374488105,1055.62469313332
2021-11-19,737.256146721191,1033.40576123283
2021-11-20,736.017881010818,1031.99241472971
2021-11-21,738.372853746443,1035.09397550903
2021-11-22,738.372853746443,1035.09397550903
2021-11-23,702.774302093359,985.285757857932
2021-11-24,721.349194903322,1011.09792820442
2021-11-13,709.899999642795,996.048237262962
2021-11-14,709.740340474278,995.838684604284
2021-11-15,709.740340474278,995.838684604284
2021-11-16,685.698028296976,962.200493537366
2021-11-17,736.380742757447,1033.1136575268
2021-11-18,729.314010241838,1023.11228063532
2021-11-07,784.889915355608,1100.55514175535
2021-11-08,784.889915355608,1100.55514175535
2021-11-09,761.316601985825,1067.57100898673
2021-11-10,718.422714916755,1008.18414837898
2021-11-11,676.90951679361,950.278670851854
2021-11-12,709.720383078214,996.304054794336
2021-12-01,704.174948435349,984.56094151904
2021-12-02,661.619429945011,925.251189032453
2021-12-03,642.691654086451,899.556041599254
2021-12-04,620.359327890141,868.785365485075
2021-12-05,621.216588766553,869.897536738494
2021-12-06,621.216588766553,869.897536738494
2021-12-31,531.367484529263,746.168031218411
2021-12-25,518.299925878769,727.404450300201
2021-12-26,516.191699130852,724.712923294577
2021-12-27,516.191699130852,724.712923294577
2021-12-28,509.632973060525,715.536149722318
2021-12-29,526.268369834753,738.940732379918
2021-12-30,533.814079855912,749.302249554923
2021-12-19,577.920832313091,810.355552734064
2021-12-20,577.920832313091,810.355552734064
2021-12-21,615.123232886277,862.408977442428
2021-12-22,598.847069241213,840.154666521643
2021-12-23,600.890888029103,843.006759850151
2021-12-24,518.960334257635,728.247196706748
2021-12-13,577.303060189454,809.19439514485
2021-12-14,620.710396630005,869.927472832591
2021-12-15,567.845068763557,796.344553542334
2021-12-16,590.249060154827,827.565178222334
2021-12-17,592.679326702878,830.347420664615
2021-12-18,585.799467986783,820.517495948423
2021-12-07,592.808142622932,830.149661012702
2021-12-08,596.374166437933,834.826041772389
2021-12-09,601.093183452849,842.010704355653
2021-12-10,576.731552938513,808.235532979382
2021-12-11,574.827435923075,806.002118928877
2021-12-12,577.303060189454,809.19439514485
2022-01-01,583.302072015606,818.43194805967
2022-01-02,581.567592866717,816.191276774233
2022-01-03,581.567592866717,816.191276774233
2022-01-04,556.163641985188,780.647154383143
2022-01-05,572.528706758177,803.677989441715
2022-01-06,603.707602337314,846.968302968978
2022-01-31,740.681561609373,1038.20642214074
2022-01-25,613.019541910193,860.376951661303
2022-01-26,625.609937363869,877.966674829167
2022-01-27,661.151338291859,927.226064088484
2022-01-28,658.31285227885,923.151126673835
2022-01-29,737.488378239034,1034.00448311477
2022-01-30,740.681561609373,1038.20642214074
2022-01-19,656.319834135488,921.341353712521
2022-01-20,677.891057818243,951.555037045623
2022-01-21,657.068236487911,922.138742400739
2022-01-22,597.682283034532,838.891000489006
2022-01-23,597.436444201191,838.572589306339
2022-01-24,597.436444201191,838.572589306339
2022-01-13,658.31285227885,923.764363025639
2022-01-14,680.934560718098,955.598224057442
2022-01-15,643.047258598148,902.622223358273
2022-01-16,642.894856664564,902.422649397627
2022-01-17,642.894856664564,902.422649397627
2022-01-18,642.894856664564,902.422649397627
2022-01-07,596.10746305416,836.648514894836
2022-01-08,572.720116329524,804.136102396835
2022-01-09,574.265907370166,806.130934848931
2022-01-10,574.265907370166,806.130934848931
2022-01-11,618.437067787371,867.933547534862
2022-01-12,614.879208361669,863.052149888329
2022-02-01,740.148154841828,1037.53512790948
2022-02-02,767.99235096944,1076.15903937508
2022-02-03,899.888967251786,1261.3219457539
2022-02-04,918.542782491641,1287.57408596818
2022-02-05,765.033213425677,1072.73271733254
2022-02-06,763.516451324766,1070.73334910861
2022-02-25,705.649074281031,990.4783094522
2022-02-26,661.495149796791,928.849870404651
2022-02-27,673.715426268904,944.82032302818
2022-02-28,673.715426268904,944.82032302818
2022-02-19,679.678151920393,954.043361473135
2022-02-20,651.517358918847,914.739084232597
2022-02-21,651.517358918847,914.739084232597
2022-02-22,651.517358918847,914.739084232597
2022-02-23,656.923998943626,922.281165636291
2022-02-24,672.964302453382,944.789479779717
2022-02-13,578.460589161202,812.199797561309
2022-02-14,578.460589161202,812.199797561309
